"ARRIVAL
DATE","ARRIVAL
TIME (if avail)",TERMINAL,SHIP NAME,"LAST PORT
 OF CALL (if avail)",PRODUCT TYPE - OIL,"PRODUCT AMOUNT - OIL
Multiply metric tons by 7.5 for approx bbls",,RUNNING TOTAL ,PRODUCT TYPE - NON-OIL,PRODUCT AMOUNT - NON OIL,,"RUNNING TOTAL
(Specify Units)"
11/18/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"42,000",,"18,593,485",,,,0
11/18/20,,Citgo,Cape Gavi,St.John,29 - Diesel (aka ULSD),"32,000",,"18,625,485",,,,0
11/18/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"42,000",,"18,667,485",,,,0
11/18/20,,Citgo,Cape Gavi,St.John,29 - Diesel (aka ULSD),"32,000",,"18,699,485",,,,0
11/9/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"70,000",,"18,769,485",,,,0
11/9/20,,Citgo,Cape Gavi,St.John,28 - Premium Unleaded Gasoline,"21,000",,"18,790,485",,,,0
11/19/20,,Citgo,Cape Gavi,St.John,29 - Diesel (aka ULSD),"25,000",,"18,815,485",,,,0
11/11/20,,Citgo,Eva leigh Cutler,New York,34 - Ethanol (aka E-100),"21,000",,"18,836,485",,,,0
11/18/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"42,000",,"18,878,485",,,,0
11/18/20,,Citgo,Cape Gavi,St.John,29 - Diesel (aka ULSD),"32,000",,"18,910,485",,,,0
11/14/20,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),"10,000",,"18,920,485",,,,0
11/12/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"170,000",,"19,090,485",,,,0
11/18/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"42,000",,"19,132,485",,,,0
11/18/20,,Citgo,Cape Gavi,St.John,29 - Diesel (aka ULSD),"32,000",,"19,164,485",,,,0
11/24/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"53,000",,"19,217,485",,,,0
11/21/20,,Citgo,Iver Prosperity,St.John,23 - Unleaded Gasoline,"90,000",,"19,307,485",,,,0
11/22/20,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),"15,000",,"19,322,485",,,,0
11/28/20,,Citgo,Noreaster,St.John,23 - Unleaded Gasoline,"162,000",,"19,484,485",,,,0
11/28/20,,Citgo,Noreaster,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","42,000",,"19,526,485",,,,0
11/28/20,,Citgo,Noreaster,St.John,29 - Diesel (aka ULSD),"50,000",,"19,576,485",,,,0
11/2/20,,Gulf,Cape Gavi,"Boston, MA",23 - Unleaded Gasoline,"57,000",,"19,633,485",,,,0
11/6/20,,Gulf,Solar Suzanne,"Rotterdam, Netherlands",23 - Unleaded Gasoline,"145,000",,"19,778,485",,,,0
11/17/20,,Gulf,Genisis Victory,"Boston, MA",34 - Ethanol (aka E-100),"25,000",,"19,803,485",,,,0
11/23/20,,Gulf,Hafnia Henriette ,"Boston, MA",23 - Unleaded Gasoline,"131,175",,"19,934,660",,,,0
11/30/20,,Gulf,Fight ALS,New York,29 - Diesel (aka ULSD),"82,000",,"20,016,660",,,,0
11/10/20,,Buckeye,Cape Gavi,St.John,23 - Unleaded Gasoline,"16,000",,"20,032,660",,,,0
11/10/20,,Buckeye,Cape Gavi,St.John,28 - Premium Unleaded Gasoline,"17,000",,"20,049,660",,,,0
11/10/20,,Buckeye,Cape Gavi,St.John,23 - Unleaded Gasoline,"39,000",,"20,088,660",,,,0
11/10/20,,Buckeye,Cape Gavi,St.John,29 - Diesel (aka ULSD),"60,000",,"20,148,660",,,,0
11/10/20,,Buckeye,Cape Gavi,St.John,34 - Ethanol (aka E-100),"6,000",,"20,154,660",,,,0
11/15/20,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),"15,000",,"20,169,660",,,,0
11/23/20,,Buckeye,Cape Gavi,St.John,23 - Unleaded Gasoline,"69,000",,"20,238,660",,,,0
11/23/20,,Buckeye,Cape Gavi,St.John,23 - Unleaded Gasoline,"90,000",,"20,328,660",,,,0
11/23/20,,Buckeye,Cape Gavi,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","49,000",,"20,377,660",,,,0
11/4/20,,Global ,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",442,,"20,378,102",,,,0
11/4/20,,Global ,New England,,06 - #6 Fuel Oil (aka IFO 380),1890,,"20,379,992",,,,0
11/6/20,,Global ,RTC-145,New York,01 - #1 Fuel Oil,"40,000",,"20,419,992",,,,0
11/10/20,,Global ,Penn 92,St.John,41 - Asphalt,"34,000",,"20,453,992",,,,0
11/16/20,,Sprague,RTC-102,"Linden, New Jersey",25 - Jet Fuel,"20,000",,"20,473,992",,,,0
12/7/20,,Citgo,DBL-104,"Boston, MA",34 - Ethanol (aka E-100),"14,000",,"20,487,992",,,,0
12/8/20,,Citgo,Eva leigh Cutler,"Boston, MA",34 - Ethanol (aka E-100),"15,200",,"20,503,192",,,,0
12/11/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"85,000",,"20,588,192",,,,0
12/11/20,,Citgo,Cape Gavi,St.John,28 - Premium Unleaded Gasoline,"38,000",,"20,626,192",,,,0
12/13/20,,Citgo,Great Eastern ,St.John,23 - Unleaded Gasoline,"110,000",,"20,736,192",,,,0
12/13/20,,Citgo,Great Eastern ,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","25,000",,"20,761,192",,,,0
12/13/20,,Citgo,Great Eastern ,St.John,29 - Diesel (aka ULSD),"50,000",,"20,811,192",,,,0
12/15/20,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),"15,000",,"20,826,192",,,,0
12/14/20,,Citgo,Great Eastern ,St.John,23 - Unleaded Gasoline,"112,000",,"20,938,192",,,,0
12/14/20,,Citgo,Great Eastern ,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","25,000",,"20,963,192",,,,0
12/14/20,,Citgo,Great Eastern ,St.John,29 - Diesel (aka ULSD),"50,000",,"21,013,192",,,,0
12/15/20,,Citgo,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"75,000",,"21,088,192",,,,0
12/23/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"103,000",,"21,191,192",,,,0
12/23/20,,Citgo,Cape Gavi,St.John,29 - Diesel (aka ULSD),"18,000",,"21,209,192",,,,0
12/28/20,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),"15,000",,"21,224,192",,,,0
12/26/20,,Citgo,Noreaster,St.John,23 - Unleaded Gasoline,"70,000",,"21,294,192",,,,0
12/26/20,,Citgo,Noreaster,St.John,28 - Premium Unleaded Gasoline,"20,000",,"21,314,192",,,,0
12/26/20,,Citgo,Noreaster,St.John,29 - Diesel (aka ULSD),"45,000",,"21,359,192",,,,0
12/30/20,,Citgo,Great Eastern ,St.John,23 - Unleaded Gasoline,"87,000",,"21,446,192",,,,0
12/13/20,,Gulf,Cape Gavi,St.John,23 - Unleaded Gasoline,"12,000",,"21,458,192",,,,0
12/29/20,,Gulf,DBL-102,St.John,23 - Unleaded Gasoline,"100,000",,"21,558,192",,,,0
12/27/20,,Gulf,Fight ALS,New Jersey,29 - Diesel (aka ULSD),"84,000",,"21,642,192",,,,0
12/4/20,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),"11,000",,"21,653,192",,,,0
12/13/20,,Buckeye,Great Eastern ,St.John,23 - Unleaded Gasoline,"21,000",,"21,674,192",,,,0
12/13/20,,Buckeye,Great Eastern ,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","53,000",,"21,727,192",,,,0
12/16/20,,Buckeye,Iver Prosperity,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","45,000",,"21,772,192",,,,0
12/22/20,,Buckeye,Cape Gavi,St.John,23 - Unleaded Gasoline,"32,000",,"21,804,192",,,,0
12/22/20,,Buckeye,Cape Gavi,St.John,29 - Diesel (aka ULSD),"65,000",,"21,869,192",,,,0
12/28/20,,Buckeye,DBL-104,New York,29 - Diesel (aka ULSD),"20,000",,"21,889,192",,,,0
12/28/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"15,000",,"21,904,192",,,,0
12/28/20,,Buckeye,Noreaster,St.John,28 - Premium Unleaded Gasoline,"18,000",,"21,922,192",,,,0
12/28/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"50,000",,"21,972,192",,,,0
12/28/20,,Buckeye,Noreaster,St.John,29 - Diesel (aka ULSD),"42,000",,"22,014,192",,,,0
12/2/20,,Global ,Citron,"Antwerp, Belgium","02 - #2 Fuel Oil (aka FO, MGO, DMA)","125,000",,"22,139,192",,,,0
12/4/20,,Global ,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",726,,"22,139,918",,,,0
12/4/20,,Global ,New England,,06 - #6 Fuel Oil (aka IFO 380),2032,,"22,141,950",,,,0
12/23/20,,Global ,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",,1452,"22,140,498",,,,0
12/9/20,,Sprague,RTC-102,New Jersey,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","75,000",,"22,215,498",,,,0
12/14/20,,Sprague,MT.LYSIAS,,29 - Diesel (aka ULSD),"75,000",,"22,290,498",,,,0
12/14/20,,Sprague,MT.LYSIAS,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","75,000",,"22,365,498",,,,0
